Source,Target
Celia,Minor
Salarino,Minor
Bottom,Minor
Old Gobbo,Minor
Petruchio,Minor
Paris,Minor
Romeo,Major
Valentine,Major
Valentine,Major
Bottom,Minor
Portia,Major
Lord,Minor
Petruchio,Minor
Juliet,Major
Edgar,Minor
Helena,Major
Portia,Major
Autolycus,Minor
Romeo,Major
Juliet,Major
Edgar,Minor
Musicians (Song),Minor
Speed,Minor
Arviragus,Minor
Bottom,Minor
Autolycus,Minor
Portia,Major
Bottom,Minor
Pistol,Minor
Bottom,Major
Lorenzo,Minor
Portia,Major
Pompey,Minor
Adriana,Major
Hero,Major
Horatio,Major
Bottom,Major
Perdita,Major
Scarus,Minor
Second Lord,Minor
Titus,Major
Banquo,Major
Fool,Major
Ceres,Major
Iris,Major
Lucio,Minor
Adam,Minor
Hamlet,Major
Thersites,Minor
Pandarus,Major
Duncan,Major
Bottom,Major
Sir Toby,Minor
Dionyza,Minor
Lady Macduff,Minor
Celia,Major
Portia,Major
AC_Antony,Major
Emilia,Major
Benvolio,Minor
Imogen,Major
Aaron,Major
Aufidius,Minor
Hamlet,Major
Laertes,Major
Senator,Minor
Caliban,Major
Scarus,Minor
Bottom,Major
TN_Clown,Minor
Puck,Major
Jaques,Major
Launce,Minor
Slender,Minor
Biron,Major
Mercutio,Major
Romeo,Major
Mercutio,Major
Mercutio,Major
Romeo,Major
Mercutio,Major
Romeo,Major
Coriolanus,Major
Stephano,Minor
Trinculo,Minor
Stephano,Minor
Gower,Minor
Fabian,Minor
Ariel,Major
Speed,Minor
Oberon,Major
Jaques,Major
Katharine,Major
Katharine,Major
Horatio,Major
Marcellus,Minor
Porter,Minor
Volumnia,Major
Prospero,Major
Pandarus,Minor
Cressida,Major
All Servants,Minor
Fool,Minor
Posthumus,Major
Macduff,Major
Dromio E.,Minor
Dromio S. (within),Minor
Antipholus E.,Major
Dromio E.,Minor
Isabella,Major
Iachimo,Minor
Marcus,Minor
Puck,Major
Benedick,Major
Orlando,Major
Portia,Major
Dion,Minor
Grumio,Minor
Calphurnia,Minor
AC_Antony,Major
Thersites,Minor
Marcius (Coriolanus),Major
Second Servant,Minor
Hamlet,Major
Mercutio,Minor
Fool,Minor
Lear,Major
Lear,Major
Macbeth,Major
Ariel,Major
Launce,Minor
Launce,Minor
Launce,Minor
Proteus,Major
Launce,Minor
Proteus,Major
Launce,Minor
Proteus,Major
Launce,Minor
Slender,Minor
Slender,Minor
Theseus,Major
Hippolyta,Major
Theseus,Major
Beatrice,Major
Benedick (aside),Major
Clown,Minor
Fabian,Minor
Celia,Major
Rosalind,Major
Gratiano,Minor
Lord,Minor
First Huntsman,Minor
Lord,Minor
JC_Brutus,Major
JC_Brutus,Major
Nestor,Minor
Thersites,Minor
Othello,Major
Marcius,Major
Third Servant,Minor
Timon,Major
Fool,Minor
Lear,Major
Edgar,Major
Lear,Major
Gloster,Major
Lear,Major
Cornelia,Minor
Cornelius,Minor
Cornelius,Minor
First Murderer,Minor
Adriana,Major
Bottom,Major
Titania,Major
Conrade,Minor
Dogberry,Minor
Katharine,Major
JC_Antony,Major
Iago,Major
Menenius,Minor
Second Lord,Minor
Timon,Major
Polonius,Major
Cloten,Minor
Parolles,Minor
Soldier,Minor
C_Brutus,Major
Sebastian,Minor
Gonzalo,Minor
Don Pedro,Minor
Benedick,Major
MAAN_Claudio,Major
Ford,Minor
Touchstone,Minor
Thersites,Minor
Beatrice,Major
Touchstone,Minor
Scarus,Minor
Leontes,Major
Holofernes,Minor
Hamlet,Major
Florizel,Major
Iris,Major
Speed,Minor
Proteus,Major
Speed,Minor
Proteus,Major
Speed,Minor
Benedict,Minor
Armado,Minor
Moth,Minor
Shepherd,Minor
Thersites,Minor
Julia,Minor
Messenger,Minor
TN_Duke,Minor
Gremio,Minor
Falstaff,Major
Touchstone,Minor
Shylock,Major
Arviragus,Minor
Aaron,Minor
Dromio E.,Minor
Shylock,Major
Mercutio,Minor
Aaron,Minor
Launcelot,Minor
Edgar,Minor
Petruchio,Minor
Falstaff,Major
AYLI_First Lord,Minor
AC_Caesar,Minor
Lavinia,Minor
Touchstone,Minor
Mrs. Ford,Minor
Holofernes,Minor
AYLI_Duke ,Minor
Second Lord,Minor
JC_Antony,Major
Cloten,Minor
Rosse,Minor
Pandarus,Major
TA_Demetrius,Minor
Orlando,Major
Posthu,Minor
Princess,Minor
First Servant,Minor
Ford,Minor
Pompey,Minor
Lysander,Minor
AMND_Demetrius,Minor
Theseus,Major
Moth,Minor
Cressida,Major
Marcius,Minor
Timon,Major
Fool,Minor
Cressida,Major
Aufidius,Major
Soldier,Minor
Moth,Minor
Biondello,Minor
Orlando,Major
Rosalind,Major
Third Servant,Minor
Titania,Major
Mercutio,Minor
Caliban,Minor
Autolycus,Minor
Hamlet,Major
Pericles,Major
Jaques,Major
Hamlet,Major
Polonius,Minor
Pisanio,Minor
JC_Brutus,Major
Caliban,Minor
First Fairy,Minor
Second Witch,Minor
TT_Antonio,Minor
Claud,Minor
Touchstone,Minor
Thersites,Minor
Iago,Major
Marcius,Minor
Hamlet,Major
Benvolio,Minor
Mercutio,Minor
Gower,Minor
Edgar,Minor
Lady M,Minor
First Witch,Minor
Shylock,Major
Prospero,Major
Shallow,Minor
MFM_Claudio,Major
Rosalind,Major
Shylock,Major
Menenius,Major
Marcius,Minor
H_Queen,Minor
Mercutio,Minor
Tybalt,Minor
Kent,Minor
Cornelius,Minor
First Witch,Minor
Lucio,Minor
Lion,Minor
Puck,Major
Francisco,Minor
Bernardo,Minor
Mercutio,Minor
Romeo,Major
Edgar,Minor
Edgar,Minor
Decius,Minor
Alexander,Minor
Cressida,Major
Alexander,Minor
Ulysses,Major
Cressida,Major
C_Brutus,Major
Hamlet,Major
Polonius,Minor
TT_Antonio,Minor
MFM_Duke,Minor
Quince,Minor
Holofernes,Minor
Holofernes,Minor
Biron,Minor
Biron,Minor
Prince Morocco,Minor
Jessica,Major
Petrucio,Minor
Casca,Minor
Enobarbus,Minor
Patrodus,Minor
Hamlet,Major
Gent,Minor
Posthumus,Major
Lavinia,Minor
Oliver,Minor
Calphurnia,Minor
Proteus,Major
Helena,Major
Nestor,Minor
Troilus,Major
Menenius,Major
Timon,Major
Romeo,Major
Albany,Minor
Lavinia,Minor
Prospero,Major
Oberon,Major
Boyet,Minor
Timon,Major
Titus,Major
Marcus,Minor
Aaron,Minor
Rosalind,Major
Macbeth,Major
Sebastian,Minor
Decius,Minor
Timon,Major
Dromio S.,Major
Slender,Minor
Slender,Minor
Oberon,Major
MAAN_Claudio,Major
Prince of Morocco,Minor
TWT_Clown,Minor
TWT_Clown,Minor
AC_Antony,Major
Alexander,Minor
Othello,Major
C_Brutus,Major
Menenius,Major
Timon,Major
Juliet,Major
Fool,Minor
Don Pedro,Major
Gratiano,Major
Antigonus,Minor
Cassius,Major
Ulysses,Major
Menenhis,Minor
Lear,Major
Fool,Minor
Arviragus,Minor
Macbeth,Major
Ajax,Minor
Ghost,Minor
Oberon,Major
Rosalind,Major
Tubal,Minor
Shylock,Major
Fool,Minor
Jachimo,Minor
Caliban,Minor
Isabel,Minor
Beatrice,Major
Claud,Minor
Claud,Minor
Jaques,Major
Rosalind,Major
JC_Antony,Major
Marcius,Minor
Hamlet,Major
Hamlet,Major
Falstaff,Major
Iago,Major
2nd Witch,Minor
Caliban,Minor
Quickly,Minor
AWTEW_Clown,Minor
Thersites,Minor
3rd Fisher,Minor
Maria,Minor
Iago,Major
Caius,Minor
Sir Toby,Minor
Thersitcs,Minor
Mercutio,Minor
TN_Clown,Minor
Gregory,Minor
Trinculo,Minor
Moth,Minor
Armado,Minor
Moth,Minor
Patrucio,Minor
Fool,Minor
Gratiano,Major
AWTEW_Clown,Minor
Pistol,Minor
Benedick,Major
Touchstone,Minor
Alexas,Minor
Fool,Minor
Hamlet,Major
Holofernes,Minor
Prospero,Major
Falstaff,Major
Petrucio,Minor
Gower,Minor
Caliban,Minor
Biron,Minor
Nestor,Minor
Hamlet,Major
Polonius,Minor
1st Fisher,Minor
Pericles,Major
3rd Witch,Minor
3rd Fisher,Minor
Coriolanus,Major
Lepidus,Minor
AC_Antony,Major
Lepidus,Minor
AC_Antony,Major
Othello,Major
Hamlet,Major
Prospero,Major
Romeo,Major
Romeo,Major
Speed,Minor
Valentine,Major
Speed,Minor
Hamlet,Major
King,Minor
Second Witch,Minor
Arid,Minor
Titania,Major
Macbeth,Major
Second Witch,Minor
Caliban,Minor
AYLI_Duke ,Minor
Othello,Major
Nurse,Minor
Juliet,Major
Guiderius,Minor
First Witch,Minor
Hamlet,Major
Edgar,Minor
Second Witch,Minor
Lysander,Minor
MAAN_Antonio,Minor
Countess,Minor
JC_Brutus,Major
Cleopatra,Major
Cleopatra,Major
Thersites,Minor
Emilia,Minor
Aufidius,Major
Ghost,Minor
Lear,Major
Lady Macbeth,Minor
Caliban,Minor
Hermia,Major
JC_Brutus,Major
Hector,Minor
Hamlet,Major
Edmund,Minor
Second Witch,Minor
Oberon,Major
First Fairy,Minor
Rosalind,Major
Oliver,Minor
Cleopatra,Major
Macbeth,Major
Second Witch,Minor
Cornelius,Minor
Macbeth,Major
Pandarus,Major
Lodovico,Minor
Timon,Major
First Fairy,Minor
Rosalind,Major
Katharine,Minor
Othello,Major
Hamlet,Major
King,Minor
Hamlet,Major
King,Minor
Hamlet,Major
Romeo,Major
Lear,Major
Pisanio,Minor
Macbeth,Major
Cleopatra,Major
AC_Clown,Minor
Cleopatra,Major
First Guard,Minor
Othello,Major
Luciana,Minor
First Fairy,Minor
Luciana,Minor
First Fairy,Minor
Biron,Minor
Jaques,Major
Rosalind,Major
Orlando,Major
Rosalind,Major
Orlando,Major
Rosalind,Major
Nestor,Minor
Fool,Minor
Lear,Major
Fool,Minor
Luciana,Minor
Mercutio,Minor
Prospero,Major
Ariel,Major
Cassius,Major
3rd Fisher,Minor
Imogen,Major
Titania,Major
Bottom,Minor
Armado,Minor
Lafeu,Minor
Pandarus,Major
Luciana,Minor
Shylock,Major
Gower,Minor
Autolycus,Minor
Petrucio,Minor
Katharine,Minor
Petrucio,Minor
Fool,Minor
Titania,Major
Achilles,Major
Valeria,Minor
Cominius,Minor
Menenius,Major
Lear,Major
Portia,Major
Desdemona,Major
Valeria,Minor
Mercutio,Minor
Evans,Minor
Titania,Major
Ghost,Minor
Pericles,Major
MFM_Duke,Minor
1st Fairy,Minor
Bassanio,Minor
Leontes,Major
Thersites,Minor
Mercutio,Minor
Ant. S.,Minor
Biron,Minor
Bassanio,Minor
Cleopatra,Major
Mercutio,Minor
Simonides,Minor
Imogen,Major
Mamilius,Minor
Petiucio,Minor
Mercutio,Minor
Gower,Minor
Jachimo,Minor
Lady Macbeth,Minor
Isabel,Minor
1st Fairy,Minor
Edgar,Minor
Belarius,Major
Macbeth,Major
Rosalind,Major
Autolycus,Minor
Iago,Major
Cominius,Minor
Marina,Minor
Flavius,Minor
Arviragus,Minor
Titus,Major
Marcius,Minor
Titus,Major
Maixus,Minor
Titus,Major
Lady Macduff,Minor
Son,Minor
Lady Macduff,Minor
Mrs Ford,Minor
Petrucio,Minor
Mrs. Ford,Minor
Valentine,Major
Titania,Major
Lysimachus,Minor
Merciitio,Minor
Mercutio,Minor
